doc_id,fuente,campo,esperado,extraido,veredicto,confianza,estado,resultado_esperado,caso_borde,control_esperado
GD-032,publica,importe_total,9556.58,9556.58,correcto,0.8,Revisar campos,en_lote,no,
GD-032,publica,iva,868.78,868.78,correcto,0.8,Revisar campos,en_lote,no,
GD-032,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-033,publica,tipo_doc,invoice,invoice,correcto,0.78,Revisar campos,en_lote,no,
GD-033,publica,proveedor,907-77-8965,GEORGE CASEY AND HARRIS,incorrecto,0.78,Revisar campos,en_lote,no,
GD-033,publica,nif,,******965,sin_ground_truth,0.78,Revisar campos,en_lote,no,
GD-033,publica,numero,32830026,32830026,correcto,0.78,Revisar campos,en_lote,no,
GD-033,publica,fecha_emision,2014-12-20,2014-12-20,correcto,0.78,Revisar campos,en_lote,no,
GD-033,publica,fecha_vencimiento,,,correcto,0.78,Revisar campos,en_lote,no,
GD-033,publica,moneda,USD,USD,correcto,0.78,Revisar campos,en_lote,no,
GD-033,publica,importe_total,1140.24,1140.24,correcto,0.78,Revisar campos,en_lote,no,
GD-033,publica,iva,103.66,103.66,correcto,0.78,Revisar campos,en_lote,no,
GD-033,publica,oc,,,correcto,0.78,Revisar campos,en_lote,no,
GD-034,publica,tipo_doc,invoice,invoice,correcto,0.79,Revisar campos,en_lote,no,
GD-034,publica,proveedor,VELASQUEZ WARD AND BALLARD,VELASQUEZ WARD AND BALLARD,correcto,0.79,Revisar campos,en_lote,no,
GD-034,publica,nif,950-74-4484,******484,correcto_enmascarado,0.79,Revisar campos,en_lote,no,
GD-034,publica,numero,71748307,71748307,correcto,0.79,Revisar campos,en_lote,no,
GD-034,publica,fecha_emision,2011-12-24,2011-12-24,correcto,0.79,Revisar campos,en_lote,no,
GD-034,publica,fecha_vencimiento,,,correcto,0.79,Revisar campos,en_lote,no,
GD-034,publica,moneda,USD,USD,correcto,0.79,Revisar campos,en_lote,no,
GD-034,publica,importe_total,1576.9,1576.9,correcto,0.79,Revisar campos,en_lote,no,
GD-034,publica,iva,143.35,143.35,correcto,0.79,Revisar campos,en_lote,no,
GD-034,publica,oc,,,correcto,0.79,Revisar campos,en_lote,no,
GD-035,publica,tipo_doc,invoice,invoice,correcto,0.87,Procesado,en_lote,no,
GD-035,publica,proveedor,WILKERSON,WILKERSON,correcto,0.87,Procesado,en_lote,no,
GD-035,publica,nif,941-97-9699,******699,correcto_enmascarado,0.87,Procesado,en_lote,no,
GD-035,publica,numero,17619666,17619666,correcto,0.87,Procesado,en_lote,no,
GD-035,publica,fecha_emision,2020-03-09,2020-03-09,correcto,0.87,Procesado,en_lote,no,
GD-035,publica,fecha_vencimiento,,,correcto,0.87,Procesado,en_lote,no,
GD-035,publica,moneda,USD,USD,correcto,0.87,Procesado,en_lote,no,
GD-035,publica,importe_total,41419.4,41419.4,correcto,0.87,Procesado,en_lote,no,
GD-035,publica,iva,3765.4,3765.4,correcto,0.87,Procesado,en_lote,no,
GD-035,publica,oc,,,correcto,0.87,Procesado,en_lote,no,
GD-036,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-036,publica,proveedor,CLAY-KOCH,CLAY-KOCH,correcto,0.8,Revisar campos,en_lote,no,
GD-036,publica,nif,915-72-3800,******800,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-036,publica,numero,12681565,12681565,correcto,0.8,Revisar campos,en_lote,no,
GD-036,publica,fecha_emision,2015-09-07,2015-07-09,incorrecto,0.8,Revisar campos,en_lote,no,
GD-036,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-036,publica,moneda,USD,USD,correcto,0.8,Revisar campos,en_lote,no,
GD-036,publica,importe_total,4391.1,4391.1,correcto,0.8,Revisar campos,en_lote,no,
GD-036,publica,iva,399.19,399.19,correcto,0.8,Revisar campos,en_lote,no,
GD-036,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-037,publica,tipo_doc,invoice,invoice,correcto,0.86,Revisar campos,en_lote,no,
GD-037,publica,proveedor,KAUFMAN COOPER AND YOUNG,KAUFMAN COOPER AND YOUNG,correcto,0.86,Revisar campos,en_lote,no,
GD-037,publica,nif,930-79-7845,******845,correcto_enmascarado,0.86,Revisar campos,en_lote,no,
GD-037,publica,numero,65321852,65321852,correcto,0.86,Revisar campos,en_lote,no,
GD-037,publica,fecha_emision,2021-04-11,2021-04-11,correcto,0.86,Revisar campos,en_lote,no,
GD-037,publica,fecha_vencimiento,,,correcto,0.86,Revisar campos,en_lote,no,
GD-037,publica,moneda,USD,USD,correcto,0.86,Revisar campos,en_lote,no,
GD-037,publica,importe_total,214.24,214.24,correcto,0.86,Revisar campos,en_lote,no,
GD-037,publica,iva,19.48,19.48,correcto,0.86,Revisar campos,en_lote,no,
GD-037,publica,oc,,,correcto,0.86,Revisar campos,en_lote,no,
GD-038,publica,tipo_doc,invoice,invoice,correcto,0.84,Procesado,en_lote,no,
GD-038,publica,proveedor,,LAWSON & SONS,alucinado,0.84,Procesado,en_lote,no,
GD-038,publica,nif,,******473,sin_ground_truth,0.84,Procesado,en_lote,no,
GD-038,publica,numero,,16220332,alucinado,0.84,Procesado,en_lote,no,
GD-038,publica,fecha_emision,,2017-05-15,alucinado,0.84,Procesado,en_lote,no,
GD-038,publica,fecha_vencimiento,,,correcto,0.84,Procesado,en_lote,no,
GD-038,publica,moneda,USD,USD,correcto,0.84,Procesado,en_lote,no,
GD-038,publica,importe_total,,69138.73,alucinado,0.84,Procesado,en_lote,no,
GD-038,publica,iva,,6285.34,alucinado,0.84,Procesado,en_lote,no,
GD-038,publica,oc,,,correcto,0.84,Procesado,en_lote,no,
GD-039,publica,tipo_doc,invoice,invoice,correcto,0.82,Revisar campos,en_lote,no,
GD-039,publica,proveedor,CHANG-COOPER,CHANG-COOPER,correcto,0.82,Revisar campos,en_lote,no,
GD-039,publica,nif,911-96-2770,******770,correcto_enmascarado,0.82,Revisar campos,en_lote,no,
GD-039,publica,numero,90446683,90446683,correcto,0.82,Revisar campos,en_lote,no,
GD-039,publica,fecha_emision,2016-02-11,2016-02-11,correcto,0.82,Revisar campos,en_lote,no,
GD-039,publica,fecha_vencimiento,,,correcto,0.82,Revisar campos,en_lote,no,
GD-039,publica,moneda,USD,USD,correcto,0.82,Revisar campos,en_lote,no,
GD-039,publica,importe_total,216.67,216.67,correcto,0.82,Revisar campos,en_lote,no,
GD-039,publica,iva,19.7,19.7,correcto,0.82,Revisar campos,en_lote,no,
GD-039,publica,oc,,,correcto,0.82,Revisar campos,en_lote,no,
GD-040,publica,tipo_doc,invoice,invoice,correcto,0.86,Revisar campos,en_lote,no,
GD-040,publica,proveedor,EVANS,EVANS,correcto,0.86,Revisar campos,en_lote,no,
GD-040,publica,nif,968-83-7054,******054,correcto_enmascarado,0.86,Revisar campos,en_lote,no,
GD-040,publica,numero,53339803,53339803,correcto,0.86,Revisar campos,en_lote,no,
GD-040,publica,fecha_emision,2018-09-11,2018-09-11,correcto,0.86,Revisar campos,en_lote,no,
GD-040,publica,fecha_vencimiento,,,correcto,0.86,Revisar campos,en_lote,no,
GD-040,publica,moneda,USD,USD,correcto,0.86,Revisar campos,en_lote,no,
GD-040,publica,importe_total,16830.0,16830.0,correcto,0.86,Revisar campos,en_lote,no,
GD-040,publica,iva,1530.0,1530.0,correcto,0.86,Revisar campos,en_lote,no,
GD-040,publica,oc,,,correcto,0.86,Revisar campos,en_lote,no,
GD-041,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-041,publica,proveedor,OLIVER AND SONS,OLIVER AND SONS,correcto,0.8,Revisar campos,en_lote,no,
GD-041,publica,nif,991-79-5422,******422,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-041,publica,numero,76588527,76588527,correcto,0.8,Revisar campos,en_lote,no,
GD-041,publica,fecha_emision,2018-11-21,2018-11-21,correcto,0.8,Revisar campos,en_lote,no,
GD-041,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-041,publica,moneda,USD,USD,correcto,0.8,Revisar campos,en_lote,no,
GD-041,publica,importe_total,747.96,747.96,correcto,0.8,Revisar campos,en_lote,no,
GD-041,publica,iva,68.0,68.0,correcto,0.8,Revisar campos,en_lote,no,
GD-041,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-042,publica,tipo_doc,invoice,invoice,correcto,0.77,Revisar campos,en_lote,no,
GD-042,publica,proveedor,DECKER PLC PSC,DECKER,correcto,0.77,Revisar campos,en_lote,no,
GD-042,publica,nif,957-87-4031,******031,correcto_enmascarado,0.77,Revisar campos,en_lote,no,
GD-042,publica,numero,97511742,97511742,correcto,0.77,Revisar campos,en_lote,no,
GD-042,publica,fecha_emision,2016-04-07,2016-04-07,correcto,0.77,Revisar campos,en_lote,no,
GD-042,publica,fecha_vencimiento,,,correcto,0.77,Revisar campos,en_lote,no,
GD-042,publica,moneda,USD,USD,correcto,0.77,Revisar campos,en_lote,no,
GD-042,publica,importe_total,4746.42,4746.42,correcto,0.77,Revisar campos,en_lote,no,
GD-042,publica,iva,431.49,431.49,correcto,0.77,Revisar campos,en_lote,no,
GD-042,publica,oc,,,correcto,0.77,Revisar campos,en_lote,no,
GD-043,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-043,publica,proveedor,RIVERA-THOMPSON,RIVERA-THOMPSON,correcto,0.81,Revisar campos,en_lote,no,
GD-043,publica,nif,926-97-6956,******956,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-043,publica,numero,79128264,79128264,correcto,0.81,Revisar campos,en_lote,no,
GD-043,publica,fecha_emision,2014-12-31,2014-12-31,correcto,0.81,Revisar campos,en_lote,no,
GD-043,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-043,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-043,publica,importe_total,382.98,382.98,correcto,0.81,Revisar campos,en_lote,no,
GD-043,publica,iva,34.82,34.82,correcto,0.81,Revisar campos,en_lote,no,
GD-043,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-044,publica,tipo_doc,invoice,invoice,correcto,0.86,Revisar campos,en_lote,no,
GD-044,publica,proveedor,GIBSON,GIBSON,correcto,0.86,Revisar campos,en_lote,no,
GD-044,publica,nif,911-94-3128,******128,correcto_enmascarado,0.86,Revisar campos,en_lote,no,
GD-044,publica,numero,67583819,67583819,correcto,0.86,Revisar campos,en_lote,no,
GD-044,publica,fecha_emision,2012-06-01,2012-06-01,correcto,0.86,Revisar campos,en_lote,no,
GD-044,publica,fecha_vencimiento,,,correcto,0.86,Revisar campos,en_lote,no,
GD-044,publica,moneda,USD,USD,correcto,0.86,Revisar campos,en_lote,no,
GD-044,publica,importe_total,978.64,978.64,correcto,0.86,Revisar campos,en_lote,no,
GD-044,publica,iva,88.97,88.97,correcto,0.86,Revisar campos,en_lote,no,
GD-044,publica,oc,,,correcto,0.86,Revisar campos,en_lote,no,
GD-045,publica,tipo_doc,invoice,invoice,correcto,0.76,Revisar campos,en_lote,no,
GD-045,publica,proveedor,MCGRATH-RUIZ,MCGRATH-RUIZ,correcto,0.76,Revisar campos,en_lote,no,
GD-045,publica,nif,911-76-9645,******645,correcto_enmascarado,0.76,Revisar campos,en_lote,no,
GD-045,publica,numero,18001573,18001573,correcto,0.76,Revisar campos,en_lote,no,
GD-045,publica,fecha_emision,2012-12-30,2012-12-30,correcto,0.76,Revisar campos,en_lote,no,
GD-045,publica,fecha_vencimiento,,,correcto,0.76,Revisar campos,en_lote,no,
GD-045,publica,moneda,USD,USD,correcto,0.76,Revisar campos,en_lote,no,
GD-045,publica,importe_total,111.07,111.07,correcto,0.76,Revisar campos,en_lote,no,
GD-045,publica,iva,10.1,10.1,correcto,0.76,Revisar campos,en_lote,no,
GD-045,publica,oc,,,correcto,0.76,Revisar campos,en_lote,no,
GD-046,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-046,publica,proveedor,LYONS-MURPHY,LYONS-MURPHY,correcto,0.81,Revisar campos,en_lote,no,
GD-046,publica,nif,975-78-1218,******218,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-046,publica,numero,56513760,56513760,correcto,0.81,Revisar campos,en_lote,no,
GD-046,publica,fecha_emision,2011-10-25,2011-10-25,correcto,0.81,Revisar campos,en_lote,no,
GD-046,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-046,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-046,publica,importe_total,7110.4,7110.4,correcto,0.81,Revisar campos,en_lote,no,
GD-046,publica,iva,646.4,646.4,correcto,0.81,Revisar campos,en_lote,no,
GD-046,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-047,publica,tipo_doc,invoice,invoice,correcto,0.82,Revisar campos,en_lote,no,
GD-047,publica,proveedor,DUNN-CAMPBEL,DUNN-CAMPBELL,correcto,0.82,Revisar campos,en_lote,no,
GD-047,publica,nif,986-74-6578,******578,correcto_enmascarado,0.82,Revisar campos,en_lote,no,
GD-047,publica,numero,38870308,38870308,correcto,0.82,Revisar campos,en_lote,no,
GD-047,publica,fecha_emision,2019-08-01,2019-08-01,correcto,0.82,Revisar campos,en_lote,no,
GD-047,publica,fecha_vencimiento,,,correcto,0.82,Revisar campos,en_lote,no,
GD-047,publica,moneda,USD,USD,correcto,0.82,Revisar campos,en_lote,no,
GD-047,publica,importe_total,328.83,328.83,correcto,0.82,Revisar campos,en_lote,no,
GD-047,publica,iva,29.89,29.89,correcto,0.82,Revisar campos,en_lote,no,
GD-047,publica,oc,,,correcto,0.82,Revisar campos,en_lote,no,
GD-048,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-048,publica,proveedor,SMITH,SMITH,correcto,0.81,Revisar campos,en_lote,no,
GD-048,publica,nif,953-76-7010,******010,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-048,publica,numero,37999492,37999492,correcto,0.81,Revisar campos,en_lote,no,
GD-048,publica,fecha_emision,2017-10-22,2017-10-22,correcto,0.81,Revisar campos,en_lote,no,
GD-048,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-048,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-048,publica,importe_total,4949.18,4949.18,correcto,0.81,Revisar campos,en_lote,no,
GD-048,publica,iva,449.93,449.93,correcto,0.81,Revisar campos,en_lote,no,
GD-048,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-049,publica,tipo_doc,invoice,invoice,correcto,0.86,Procesado,en_lote,no,
GD-049,publica,proveedor,MARTINEZ-RAMIREZ,MARTINEZ-RAMIREZ,correcto,0.86,Procesado,en_lote,no,
GD-049,publica,nif,937-84-3596,******596,correcto_enmascarado,0.86,Procesado,en_lote,no,
GD-049,publica,numero,75367021,75367021,correcto,0.86,Procesado,en_lote,no,
GD-049,publica,fecha_emision,2018-11-12,2018-11-12,correcto,0.86,Procesado,en_lote,no,
GD-049,publica,fecha_vencimiento,,,correcto,0.86,Procesado,en_lote,no,
GD-049,publica,moneda,USD,USD,correcto,0.86,Procesado,en_lote,no,
GD-049,publica,importe_total,36651.71,36651.71,correcto,0.86,Procesado,en_lote,no,
GD-049,publica,iva,3331.97,3331.97,correcto,0.86,Procesado,en_lote,no,
GD-049,publica,oc,,,correcto,0.86,Procesado,en_lote,no,
GD-050,publica,tipo_doc,invoice,invoice,correcto,0.75,Revisar campos,en_lote,no,
GD-050,publica,proveedor,YOUNG OWENS AND HALL PSC,YOUNG OWENS AND HALL,correcto,0.75,Revisar campos,en_lote,no,
GD-050,publica,nif,964-86-1473,******473,correcto_enmascarado,0.75,Revisar campos,en_lote,no,
GD-050,publica,numero,76903393,76903393,correcto,0.75,Revisar campos,en_lote,no,
GD-050,publica,fecha_emision,2012-07-24,2012-07-24,correcto,0.75,Revisar campos,en_lote,no,
GD-050,publica,fecha_vencimiento,,,correcto,0.75,Revisar campos,en_lote,no,
GD-050,publica,moneda,USD,USD,correcto,0.75,Revisar campos,en_lote,no,
GD-050,publica,importe_total,5230.4,5230.4,correcto,0.75,Revisar campos,en_lote,no,
GD-050,publica,iva,475.49,475.49,correcto,0.75,Revisar campos,en_lote,no,
GD-050,publica,oc,,,correcto,0.75,Revisar campos,en_lote,no,
GD-051,publica,tipo_doc,invoice,invoice,correcto,0.79,Revisar campos,en_lote,no,
GD-051,publica,proveedor,ADKINS CAMPBELL AND BUTLER PSC,ADKINS CAMPBELL AND BUTLER,correcto,0.79,Revisar campos,en_lote,no,
GD-051,publica,nif,948-87-7876,******876,correcto_enmascarado,0.79,Revisar campos,en_lote,no,
GD-051,publica,numero,18531177,18531177,correcto,0.79,Revisar campos,en_lote,no,
GD-051,publica,fecha_emision,2015-04-30,2015-04-30,correcto,0.79,Revisar campos,en_lote,no,
GD-051,publica,fecha_vencimiento,,,correcto,0.79,Revisar campos,en_lote,no,
GD-051,publica,moneda,USD,USD,correcto,0.79,Revisar campos,en_lote,no,
GD-051,publica,importe_total,245.2,245.2,correcto,0.79,Revisar campos,en_lote,no,
GD-051,publica,iva,22.29,22.29,correcto,0.79,Revisar campos,en_lote,no,
GD-051,publica,oc,,,correcto,0.79,Revisar campos,en_lote,no,
GD-052,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-052,publica,proveedor,PAYNE-DAVIS,PAYNE-DAVIS,correcto,0.8,Revisar campos,en_lote,no,
GD-052,publica,nif,963-77-0670,******670,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-052,publica,numero,65095335,65095335,correcto,0.8,Revisar campos,en_lote,no,
GD-052,publica,fecha_emision,2017-02-15,2017-02-15,correcto,0.8,Revisar campos,en_lote,no,
GD-052,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-052,publica,moneda,USD,USD,correcto,0.8,Revisar campos,en_lote,no,
GD-052,publica,importe_total,46910.41,46910.41,correcto,0.8,Revisar campos,en_lote,no,
GD-052,publica,iva,4264.58,4264.58,correcto,0.8,Revisar campos,en_lote,no,
GD-052,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-053,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-053,publica,proveedor,CRAWFORD-BYRD PSC,CRAWFORD-BYRD,correcto,0.8,Revisar campos,en_lote,no,
GD-053,publica,nif,922-97-5588,******588,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-053,publica,numero,76658127,76658127,correcto,0.8,Revisar campos,en_lote,no,
GD-053,publica,fecha_emision,2011-10-23,2011-10-23,correcto,0.8,Revisar campos,en_lote,no,
GD-053,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-053,publica,moneda,USD,USD,correcto,0.8,Revisar campos,en_lote,no,
GD-053,publica,importe_total,628.0,628.0,correcto,0.8,Revisar campos,en_lote,no,
GD-053,publica,iva,57.09,57.09,correcto,0.8,Revisar campos,en_lote,no,
GD-053,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-054,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-054,publica,proveedor,ZUNIGA SHORT AND JENSEN,ZUNIGA SHORT AND JENSEN,correcto,0.8,Revisar campos,en_lote,no,
GD-054,publica,nif,984-91-8764,******764,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-054,publica,numero,64281058,64281058,correcto,0.8,Revisar campos,en_lote,no,
GD-054,publica,fecha_emision,2019-11-08,2019-11-08,correcto,0.8,Revisar campos,en_lote,no,
GD-054,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-054,publica,moneda,USD,USD,correcto,0.8,Revisar campos,en_lote,no,
GD-054,publica,importe_total,15416.49,15416.49,correcto,0.8,Revisar campos,en_lote,no,
GD-054,publica,iva,1401.5,1401.5,correcto,0.8,Revisar campos,en_lote,no,
GD-054,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-055,publica,tipo_doc,invoice,invoice,correcto,0.82,Revisar campos,en_lote,no,
GD-055,publica,proveedor,SOTO AND SONS,SOTO AND SONS,correcto,0.82,Revisar campos,en_lote,no,
GD-055,publica,nif,953-83-6829,******829,correcto_enmascarado,0.82,Revisar campos,en_lote,no,
GD-055,publica,numero,64125453,64125453,correcto,0.82,Revisar campos,en_lote,no,
GD-055,publica,fecha_emision,2013-03-25,2013-03-25,correcto,0.82,Revisar campos,en_lote,no,
GD-055,publica,fecha_vencimiento,,,correcto,0.82,Revisar campos,en_lote,no,
GD-055,publica,moneda,USD,USD,correcto,0.82,Revisar campos,en_lote,no,
GD-055,publica,importe_total,296.91,296.91,correcto,0.82,Revisar campos,en_lote,no,
GD-055,publica,iva,26.99,26.99,correcto,0.82,Revisar campos,en_lote,no,
GD-055,publica,oc,,,correcto,0.82,Revisar campos,en_lote,no,
GD-056,publica,tipo_doc,invoice,invoice,correcto,0.82,Revisar campos,en_lote,no,
GD-056,publica,proveedor,JIMENEZ CUMMINGS AND ROSS,JIMENEZ CUMMINGS AND ROSS,correcto,0.82,Revisar campos,en_lote,no,
GD-056,publica,nif,929-71-2703,******703,correcto_enmascarado,0.82,Revisar campos,en_lote,no,
GD-056,publica,numero,84635791,84635791,correcto,0.82,Revisar campos,en_lote,no,
GD-056,publica,fecha_emision,2020-04-17,2020-04-17,correcto,0.82,Revisar campos,en_lote,no,
GD-056,publica,fecha_vencimiento,,,correcto,0.82,Revisar campos,en_lote,no,
GD-056,publica,moneda,USD,USD,correcto,0.82,Revisar campos,en_lote,no,
GD-056,publica,importe_total,351.96,351.96,correcto,0.82,Revisar campos,en_lote,no,
GD-056,publica,iva,32.0,32.0,correcto,0.82,Revisar campos,en_lote,no,
GD-056,publica,oc,,,correcto,0.82,Revisar campos,en_lote,no,
GD-057,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-057,publica,proveedor,CRUZ PLC USNV HARRIS FPO AA,CRUZ,correcto,0.8,Revisar campos,en_lote,no,
GD-057,publica,nif,964-99-8203,******203,correcto_enmascarado,0.8,Revisar campos,en_lote,no,
GD-057,publica,numero,94404257,94404257,correcto,0.8,Revisar campos,en_lote,no,
GD-057,publica,fecha_emision,2013-07-03,2013-07-03,correcto,0.8,Revisar campos,en_lote,no,
GD-057,publica,fecha_vencimiento,,,correcto,0.8,Revisar campos,en_lote,no,
GD-057,publica,moneda,USD,USD,correcto,0.8,Revisar campos,en_lote,no,
GD-057,publica,importe_total,138.9,138.9,correcto,0.8,Revisar campos,en_lote,no,
GD-057,publica,iva,12.63,12.63,correcto,0.8,Revisar campos,en_lote,no,
GD-057,publica,oc,,,correcto,0.8,Revisar campos,en_lote,no,
GD-058,publica,tipo_doc,invoice,invoice,correcto,0.78,Revisar campos,en_lote,no,
GD-058,publica,proveedor,JACKSON-JOHNSON,JACKSON-JOHNSON,correcto,0.78,Revisar campos,en_lote,no,
GD-058,publica,nif,953-98-3229,******229,correcto_enmascarado,0.78,Revisar campos,en_lote,no,
GD-058,publica,numero,49106170,49106170,correcto,0.78,Revisar campos,en_lote,no,
GD-058,publica,fecha_emision,2013-04-30,2013-04-30,correcto,0.78,Revisar campos,en_lote,no,
GD-058,publica,fecha_vencimiento,,,correcto,0.78,Revisar campos,en_lote,no,
GD-058,publica,moneda,USD,USD,correcto,0.78,Revisar campos,en_lote,no,
GD-058,publica,importe_total,8905.77,8905.77,correcto,0.78,Revisar campos,en_lote,no,
GD-058,publica,iva,809.62,809.62,correcto,0.78,Revisar campos,en_lote,no,
GD-058,publica,oc,,,correcto,0.78,Revisar campos,en_lote,no,
GD-059,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-059,publica,proveedor,CAMPBELL MATHIS AND JOHNSON,CAMPBELL MATHIS AND JOHNSON,correcto,0.81,Revisar campos,en_lote,no,
GD-059,publica,nif,909-79-0983,******983,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-059,publica,numero,32131502,32131502,correcto,0.81,Revisar campos,en_lote,no,
GD-059,publica,fecha_emision,2019-02-26,2019-02-26,correcto,0.81,Revisar campos,en_lote,no,
GD-059,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-059,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-059,publica,importe_total,6640.07,6640.07,correcto,0.81,Revisar campos,en_lote,no,
GD-059,publica,iva,603.64,603.64,correcto,0.81,Revisar campos,en_lote,no,
GD-059,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-060,publica,tipo_doc,invoice,invoice,correcto,0.76,Revisar campos,en_lote,no,
GD-060,publica,proveedor,GARCIA STEWART AND PAYNE USCGC FRANK FPO AE,HUERTA,incorrecto,0.76,Revisar campos,en_lote,no,
GD-060,publica,nif,949-78-5411,******411,correcto_enmascarado,0.76,Revisar campos,en_lote,no,
GD-060,publica,numero,34528548,34528548,correcto,0.76,Revisar campos,en_lote,no,
GD-060,publica,fecha_emision,2015-11-02,2015-11-02,correcto,0.76,Revisar campos,en_lote,no,
GD-060,publica,fecha_vencimiento,,,correcto,0.76,Revisar campos,en_lote,no,
GD-060,publica,moneda,USD,USD,correcto,0.76,Revisar campos,en_lote,no,
GD-060,publica,importe_total,802.73,802.73,correcto,0.76,Revisar campos,en_lote,no,
GD-060,publica,iva,72.98,72.98,correcto,0.76,Revisar campos,en_lote,no,
GD-060,publica,oc,,,correcto,0.76,Revisar campos,en_lote,no,
GD-061,publica,tipo_doc,invoice,invoice,correcto,0.82,Revisar campos,en_lote,no,
GD-061,publica,proveedor,JONES AND SONS,JONES AND SONS,correcto,0.82,Revisar campos,en_lote,no,
GD-061,publica,nif,964-77-0583,******583,correcto_enmascarado,0.82,Revisar campos,en_lote,no,
GD-061,publica,numero,12007995,12007995,correcto,0.82,Revisar campos,en_lote,no,
GD-061,publica,fecha_emision,2012-04-08,2012-04-08,correcto,0.82,Revisar campos,en_lote,no,
GD-061,publica,fecha_vencimiento,,,correcto,0.82,Revisar campos,en_lote,no,
GD-061,publica,moneda,USD,USD,correcto,0.82,Revisar campos,en_lote,no,
GD-061,publica,importe_total,22.0,22.0,correcto,0.82,Revisar campos,en_lote,no,
GD-061,publica,iva,2.0,2.0,correcto,0.82,Revisar campos,en_lote,no,
GD-061,publica,oc,,,correcto,0.82,Revisar campos,en_lote,no,
GD-062,publica,tipo_doc,invoice,invoice,correcto,0.81,Revisar campos,en_lote,no,
GD-062,publica,proveedor,PACE-BAKER,PACE-BAKER,correcto,0.81,Revisar campos,en_lote,no,
GD-062,publica,nif,923-74-4920,******920,correcto_enmascarado,0.81,Revisar campos,en_lote,no,
GD-062,publica,numero,34977445,34977445,correcto,0.81,Revisar campos,en_lote,no,
GD-062,publica,fecha_emision,2011-12-04,2011-12-04,correcto,0.81,Revisar campos,en_lote,no,
GD-062,publica,fecha_vencimiento,,,correcto,0.81,Revisar campos,en_lote,no,
GD-062,publica,moneda,USD,USD,correcto,0.81,Revisar campos,en_lote,no,
GD-062,publica,importe_total,15094.83,15094.83,correcto,0.81,Revisar campos,en_lote,no,
GD-062,publica,iva,1372.26,1372.26,correcto,0.81,Revisar campos,en_lote,no,
GD-062,publica,oc,,,correcto,0.81,Revisar campos,en_lote,no,
GD-063,publica,tipo_doc,invoice,invoice,correcto,0.8,Revisar campos,en_lote,no,
GD-063,publica,proveedor,BOOTH WEBER AND WALL,BOOTH WEBER AND WALL,correcto,0.8,Revisar campos,en_lote,no,
